    x    y  z
 -221 -209  1
  130 -132  2
 -181 -249  1
 -127   87  3
  164 -153  2
   72  226  0
  146 -159  2
  -79   47  3
 -187  182  4
   65  205  0
 -210  243  4
   66  172  0
  139  223  0
   83  204  0
 -215 -169  1
  -93   82  3
  151 -114  2
 -214  210  4
  -89   70  3
 -107   62  3
  140 -149  2
   89  186  0
   37  201  0
 -187  208  4
 -181 -224  1
 -236  229  4
 -162 -223  1
 -201 -244  1
 -162  196  4
  154  175  0
  149 -172  2
  135 -138  2
 -119   68  3
  -94   94  3
 -203 -213  1
  -67   94  3
 -193  223  4
 -244 -229  1
  159 -132  2
  102  175  0
 -234  196  4
  -86   93  3
   61  192  0
   62  230  0
  119 -135  2
 -197  220  4
 -156 -214  1
 -186 -181  1
 -225 -217  1
 -147   87  3
 -203  240  4
 -210  222  4
 -146   24  3
  221  154  4
 -158 -200  1
  -86   84  3
 -201  181  4
  145 -152  2
 -105   66  3
 -140 -227  1
  108  175  0
  120  133  0
  -98  116  3
 -158  181  4
  -34   94  3
  -70   58  3
 -187 -142  1
 -177  214  4
  178 -177  2
 -113   80  3
  127 -146  2
   93  264  0
 -233  221  4
 -206  190  4
  177 -201  2
 -248 -188  1
  158 -147  2
  141 -191  2
 -193 -271  1
  104  202  0
 -192  195  4
 -181 -205  1
 -228  236  4
 -184 -217  1
  134  200  0
 -234 -225  1
   78  220  0
  152 -174  2
 -111   64  3
  137 -116  2
 -174  194  4
 -128   76  3
 -190  211  4
  -63   81  3
  102  170  0
  148 -148  2
 -218 -193  1
  132 -177  2
  -11   85  3
 -121   85  3
 -214  199  4
  208 -149  2
 -204  170  4
   98  239  0
 -117   75  3
  133 -135  2
 -235 -218  1
 -197 -178  1
  119  189  0
 -109   79  3
  114  221  0
  -77  283  3
 -222  161  4
 -101   68  3
  -59   59  3
 -199 -196  1
 -227 -197  1
 -102   67  3
 -177 -220  1
 -145 -169  1
  -74   62  3
   87  199  0
 -218  177  4
  100  217  0
 -186 -189  1
 -249 -267  1
 -237  192  4
 -206  212  4
  164 -166  2
   64  149  0
   96  158  0
 -117   75  3
   92  201  0
 -109   61  3
 -199  221  0
  -91   68  3
 -207 -198  1
  -93   67  3
  -48   64  3
 -214  223  4
  116 -159  2
 -221  230  4
 -236 -205  1
   90  177  0
   81  158  0
 -205 -178  1
 -201 -133  4
 -224 -210  1
 -168  247  4
  119 -107  2
 -171 -209  1
 -232  216  4
  -76   70  3
  163 -148  2
  -65   79  3
  146 -130  2
  123 -154  2
   87  186  0
 -196  234  4
 -196  173  4
 -192 -187  1
  116  128  2
  116  230  0
 -144   28  3
  110  183  0
 -189 -185  1
 -223  198  4
 -196 -209  1
  109  141  0
 -172 -173  1
 -225 -154  1
  -90   55  3
 -207 -239  1
 -204  234  4
  -74   83  3
  -91   86  3
  150 -150  2
 -225 -202  1
 -187 -222  1
 -110  112  3
 -188 -181  1
 -176  229  4
  139 -136  2
  127  212  0
  164 -167  2
   75  243  0
  152  211  0
  143 -144  2
 -228 -212  1
 -151   46  3
 -191  212  4
 -226 -215  1
 -185  168  4
  132 -175  2
  170 -122  2
  133  197  0
   85 -147  2
   69  210  0
 -189 -221  1
 -181  233  4
  -93  103  3
 -257  191  4
   97 -149  2
  159 -123  2
  -86   90  3
  133  166  0
 -111   66  3
   91  -91  2
 -174  193  4
  104 -135  2
  -71   13  3
 -141   74  3
 -240 -197  1
  162 -144  2
 -210  208  4
  107  210  0
 -105   61  3
  -77   74  3
 -157 -183  1
  145 -148  2
 -160  170  4
 -160 -194  1
 -189  224  4
 -215 -145  1
 -199  161  4
  105  224  0
  127 -155  2
 -206  190  4
 -106   61  3
  146 -158  2
  -80   84  3
  115 -158  2
 -112   77  3
   84  219  0
 -176 -210  1
 -197  218  4
 -229  216  4
 -123 -226  1
 -203  187  4
 -227  219  4
   85  169  0
 -216 -153  1
   45  158  0
 -251  195  4
  -92   72  3
 -227 -194  1
 -186 -229  1
  154 -178  2
 -233 -174  1
  145  190  0
   94  238  0
  189 -165  2
 -125   70  3
  159 -165  2
  -73   66  3
 -222  246  4
 -197 -217  1
 -216 -182  1
  -73   31  3
  123 -191  2
 -192 -199  1
 -176  211  4
  162 -130  2
   95  201  0
 -187  222  4
 -190 -236  1
 -153  195  4
  164 -185  2
  -86   97  3
 -199 -178  1
  158 -183  2
  -76  102  3
  -84   51  3
  -75   74  3
  146 -165  2
  143  217  0
   91  174  0
  157 -121  2
 -203  189  4
  151 -130  2
  103  191  0
  101  212  0
  100  179  0
  -97   63  3
  130 -154  2
  155 -150  2
  -78   66  3
  133  194  0
 -193  197  4
  139 -148  2
  129  186  0
 -208 -202  1
  165 -166  2
 -167 -186  1
 -115   69  3
   64  170  0
 -114   46  3
  -98   94  3
 -103   71  3
 -211 -163  1
   58  208  0
  125 -166  2
  -96   46  3
 -214 -153  1
  152 -171  2
  179 -148  2
  168 -201  2
 -226 -229  1
 -233  -24  4
 -119   65  3
 -102   52  3
 -260  215  4
 -204 -189  1
  135 -198  2
 -222  192  4
  162 -157  2
  108  197  0
 -213 -168  1
 -212 -201  1
  -98   20  3
  129   10  2
  -94   66  3
 -181 -175  1
 -180  -12  1
  157  170  0
  140  212  0
  -67   58  3
  115  217  0
 -192  209  4
 -197 -195  1
  178 -158  2
  126 -141  2
 -155  182  4
 -221 -221  1
  157 -160  2
 -169 -218  1
 -206  176  4
 -123   60  3
 -222 -238  1
 -141   89  3
 -124   45  3
 -201 -188  1
 -211 -231  1
 -112  101  3
 -216  170  4
 -181  183  4
  142 -174  2
 -114  125  3
  147 -130  2
   61  212  0
  147 -175  2
  144 -130  2
  -69   52  3
  136 -155  2
 -101   30  3
   93  192  0
 -192  169  4
  132 -161  2
  162 -129  2
  126  186  0
 -192 -204  1
  137 -155  2
 -192  231  4
  -66  117  3
  135 -195  2
  104  188  0
 -110   80  3
 -111   62  3
  164 -180  2
 -119   70  3
 -191  165  4
 -158  160  4
   93  246  0
  155 -195  2
  117 -130  2
   83 -160  2
  -64   17  3
  169 -179  2
 -205 -220  1
 -179  204  4
 -198 -204  1
 -182  200  4
  126  153  0
  160 -200  2
 -153  183  4
 -201  208  4
 -179  173  4
  115 -168  2
 -102  104  3
 -216  184  4
   66  212  0
  -85   46  3
   55  173  0
 -238 -209  1
  -63   73  3
  173 -137  2
 -224 -187  1
 -185  250  4
 -153  224  4
 -175  263  4
 -131   25  3
 -109   97  3
  -76   75  3
  121  197  0
   98 -105  2
  130  194  0
  -60   60  3
  109  198  0
  136  169  0
  203 -162  2
 -100   73  3
 -186 -238  1
 -193  200  4
  -82   50  3
 -180  196  4
 -273  195  4
 -197 -214  1
 -191  218  4
 -228  203  4
  158  -91  2
  115 -141  2
 -211 -164  1
  -90   85  3
  160 -146  2
  104  186  0
  141 -183  2
  120  182  0
 -183 -208  1
 -213 -192  1
 -154  208  4
 -238 -237  1
 -115   68  3
 -188 -212  1
 -177  203  4
   81  231  0
 -109   66  3
  131 -157  2
  110 -173  2
   76  180  0
 -116   92  3
 -122   70  3
 -200  226  4
 -189 -221  1
  -74   92  3
 -212  193  4
  114  196  0
 -110  100  3
   85  200  0
 -129   71  3
  -96   42  3
  128  210  0
   99  161  0
 -192 -216  1
  -93  127  3
 -164   65  3
 -199  181  4
 -193 -205  1
 -220  226  4
 -219  233  4
  -94   75  3
   81  208  0
  149 -171  2
 -251  171  4
 -188  196  4
 -105   62  3
  162  200  0
 -181  202  4
 -203 -196  1
 -185  209  4
  -81   66  3
  149 -168  2
 -185 -166  1
  -66   56  3
 -232 -187  1
  160 -120  2
 -124  102  3
 -199  198  4
 -187 -150  1
 -186  176  4
  -75   76  3
 -202 -176  1
   88  191  0
  178 -158  2
 -204 -153  4
   99  227  0
 -212 -173  1
  158 -141  2
 -198 -213  1
  122  216  0
  160  194  0
  114  175  0
 -216  154  4
 -166 -211  1
 -192 -214  1
 -226 -225  1
  116  176  0
  -83   22  3
  135 -161  2
  157 -157  2
  -90   97  3
 -207 -207  1
   74  235  0
  129  192  0
 -201 -181  1
 -124   48  3
   66  244  0
 -110   12  3
  158  168  0
 -113   70  3
 -163  206  4
 -191  227  4
 -184 -209  1
  -78   51  3
 -172  186  4
   97  168  0
 -210 -204  1
 -189 -176  1
  135 -122  2
  168  -89  2
 -115   79  3
   45  223  0
 -195 -221  1
  -35   67  3
  109  195  0
  -66   16  3
 -210 -217  1
  145  176  0
  107  162  0
 -231 -168  1
  -70   98  3
   94  201  0
  105  210  0
 -168  204  4
 -175 -193  1
  136  203  0
 -102   96  3
 -201 -165  1
  -99   31  3
  206 -164  2
  121  185  0
  157   83  2
 -181  167  4
   84  223  0
 -184 -232  1
  127  210  0
 -225  190  4
 -232 -221  1
 -229 -230  1
 -194  215  4
  169 -160  2
 -176  168  4
 -220 -250  1
   98  199  0
 -232  186  4
 -182  228  4
 -212  244  4
  107 -154  2
 -223  222  4
 -207  204  4
  105  213  0
 -223 -188  1
 -181  207  4
  129 -106  2
 -144   77  3
 -202  178  4
 -177  182  4
  -56  106  3
 -186 -224  1
   98  229  0
 -220 -208  1
  133 -130  2
 -120   97  3
 -213  231  4
 -191  222  4
  163 -152  2
 -116   87  3
  125  234  0
 -178  277  1
  196 -138  2
 -122   69  3
 -207  175  4
  102 -180  2
  -75   51  3
  109  191  0
 -193  209  4
 -214  239  4
   66  178  0
  108 -153  2
  152 -139  2
  -91   78  3
  147 -140  2
  113  176  0
  116 -178  2
 -102  107  3
  204 -190  2
 -205 -199  1
 -215  229  4
 -180  171  4
 -226  171  4
 -164 -175  1
  150 -170  2
 -127  111  3
  122  196  0
 -237  163  4
 -211 -185  1
  185 -150  2
  101 -152  2
 -201  172  4
 -212  216  4
 -182 -223  1
 -106   56  3
  124 -178  2
  113  194  0
 -215 -198  1
  149 -116  2
  105  182  0
  -79   48  3
 -201  169  4
  162 -147  2
  133 -169  2
  141 -155  2
  137 -125  2
 -161 -199  1
  155 -102  2
 -105  120  3
  -68   71  3
 -217  178  4
  176 -146  2
  152 -130  2
  109  188  0
  135  203  0
  -55   95  3
 -207  173  4
   86  197  0
 -201  251  4
 -221  199  4
  184 -165  2
 -100   46  3
  101  235  0
 -101  111  3
 -181  218  4
  108  149  0
  170 -111  2
   74  189  0
 -105   67  3
 -105   65  3
   84  216  0
  131  197  0
   44  198  0
   79  203  0
  181 -165  2
 -200 -166  1
  -79  107  3
 -106   64  3
  127  182  0
 -217  193  4
  121  200  0
   80  228  0
 -233  204  4
  -72  104  3
  131 -204  2
 -212  186  4
 -104   43  3
 -127  109  3
 -176  219  4
 -169 -233  1
  173 -175  2
 -226 -185  1
   85  219  0
 -218  228  4
 -161 -218  1
   96  227  0
  122  236  0
 -173 -183  1
 -188  183  4
  139 -148  2
 -161 -204  1
 -210 -194  1
 -155  207  4
   82  193  0
 -192 -170  1
  -93   58  3
  -98   67  3
 -111   60  3
  104  196  0
 -175   87  3
 -194 -206  1
 -192 -217  1
   74  204  0
 -121   83  3
  -67  114  3
   60  228  0
  182 -127  2
 -179 -213  1
 -258 -234  1
 -167 -181  1
 -213 -153  1
  -73   93  3
 -202  221  4
 -199  212  4
   73  224  0
 -202  243  4
 -204 -226  1
 -228 -168  1
 -163 -214  1
 -188  196  4
 -200  232  4
 -195 -198  1
   78  184  0
 -119   90  3
 -165 -169  1
  -99   10  3
  -25  103  3
  111  193  0
 -194  167  4
 -109   53  3
 -194  207  4
 -214  190  4
 -184  150  4
  151 -153  2
  107  165  0
  120  206  0
 -210  196  4
  119  189  0
 -184  227  4
 -150  210  4
 -177  210  4
 -110   85  3
  106  163  0
 -204 -255  1
  104  161  0
 -237  231  4
 -182  218  4
   95  162  0
   85  197  0
 -214  210  4
  109  148  0
 -211 -205  1
 -189  250  4
 -195  200  4
  133 -141  2
 -135  105  3
 -132 -208  1
  -96   56  3
  103  196  0
   94  204  0
 -195  233  4
 -160 -234  1
  118  182  0
   99  222  0
 -116   71  3
 -215 -179  1
 -110   46  3
 -177 -199  1
 -211  210  4
 -215  174  4
  174 -167  2
  136  -91  2
 -181 -195  1
 -161 -168  1
  158 -143  2
  136 -155  2
 -228  214  4
 -166 -197  1
  136 -135  2
   99 -125  2
  111  210  0
 -176  217  4
   78  178  0
   96 -130  2
  123  176  0
   99  201  0
  -82   41  3
  -73   46  3
 -160   70  3
 -209  186  4
  -67   60  3
  134 -196  2
  148 -177  2
  137 -162  2
  137  216  0
 -234 -172  1
 -127  100  3
  -88   69  3
 -126   26  3
 -119   85  3
   88  187  0
 -243  212  4
 -148 -150  1
  -81   49  3
   99  232  0
  118  230  0
  -66   47  3
  -92   31  3
  109  177  0
 -120   78  3
   89  215  0
  -78   70  3
 -108   67  3
   75  200  0
 -200 -154  1
   92  190  0
  168 -159  2
 -189  215  4
 -174  216  4
  -94   90  3
  121  185  0
 -113   98  3
 -109   55  3
 -121  129  3
   79  162  0
 -174 -160  1
  104  172  0
 -215 -196  1
  103  231  0
  -96  109  3
  107  163  0
  148  244  0
 -228  238  4
 -205  203  4
  -92   80  3
  171 -136  2
  -88  129  3
  144 -145  2
 -259 -198  1
  -89   67  3
   50  198  0
 -198  203  4
 -156   67  3
 -202  176  4
 -164  242  4
 -291 -183  1
 -190  194  4
  142 -164  2
   61  213  0
  169 -158  2
  160 -209  2
   76  196  0
 -216 -225  1
 -210  205  4
 -126   82  3
 -106  103  3
  -83   78  3
 -174  211  4
 -117   38  3
 -109  138  3
  133  198  0
  177 -152  2
  147 -147  2
  115  204  0
 -166  199  4
  127 -157  2
  -94   61  3
  154 -139  2
 -210 -199  1
  120  221  0
  116  174  0
 -203  221  4
 -192  211  4
  166 -163  2
 -162   91  3
  104  226  0
  179 -163  2
 -220 -201  1
   93  211  0
 -179  197  4
 -107   87  3
  121  253  0
  120  214  0
   64  216  0
 -113   50  3
  107  248  0
 -221  212  4
 -206  217  4
 -208  228  4
 -127   52  3
   59  206  0
 -242  160  4
 -219  185  4
  142 -146  2
  -63   54  3
 -199  178  4
   99  243  0
 -195 -190  1
   97  229  0
   98  187  0
   49  158  0
 -162 -199  1
 -224  208  4
   90  226  0
  166 -145  2
  191 -128  2
 -206  199  4
  -38   96  3
  122  172  0
  121  193  0
  131 -150  2
  130 -188  2
 -207 -204  1
   76  219  0
  160 -148  2
 -157 -172  1
  153  -97  2
 -151 -202  1
  146  188  0
 -252  173  4
 -187  249  4
  -98   65  3
  132 -174  2
 -189 -200  1
 -226 -194  1
  123 -172  2
  176 -166  2
 -185 -183  1
 -170 -219  1
  108  208  0
  162 -124  2
 -208   63  1
 -190  199  4
  102 -164  2
  171 -103  2
  161 -134  2
 -122   61  3
 -193 -177  1
 -174  183  4
  154 -154  2
 -168  201  4
 -226  186  4
 -145 -196  1
 -206  194  4
 -186  190  4
  168 -120  2
  138 -135  2
 -169  183  4
  -78   92  3
 -148   80  3
 -165  168  4
 -125   80  3
  114 -126  2
 -239  173  4
  150 -141  2
   50  255  0
  137 -135  2
 -165  222  4
   72  217  0
 -104   11  3
  -95   61  3
   91  190  0
  145 -141  2
  -87   49  3
   85  219  0
  172  -87  2
  113 -164  2
 -183 -197  1
 -187 -227  1
  189 -121  2
 -212 -168  1
 -104  106  3
  -78   55  3
  -96   84  3
 -191  171  4
  139  187  0
 -211 -249  1
  159 -149  2
  182 -178  2
 -187 -225  1
   97  164  0
  176 -182  2
 -198  201  4
   98  218  0
 -204 -175  1
 -235 -227  1
  150 -101  2
   95  156  0
 -112   68  3
  147 -179  2
  155 -128  2
  151 -167  2
 -121  122  3
   95  185  0
 -223  226  4
 -124   49  3
   73  215  0
 -235 -233  1
  120  162  0
  108  246  0
 -196 -204  1
 -208  241  4
  -72   82  3
 -199 -254  1
 -221  200  4
  -87   46  3
  155 -129  2
  125 -168  2
  138 -159  2
  -97  100  3
 -180  186  4
  158 -153  2
 -187 -219  1
  145 -209  2
 -255  187  4
  -80  -16  3
 -122   71  3
 -121   78  3
  164 -154  2
 -123   59  3
 -200 -141  1
  111  222  0
   31  180  0
 -198  214  4
 -241 -173  1
  -99   68  3
 -180 -180  1
  111  188  0
 -196  163  4
   62  178  0
 -105   75  3
 -192 -190  1
  -83   52  3
 -234 -222  1
 -215 -157  1
  194 -158  2
 -163 -197  1
  -74   21  3
  -59   27  3
  -67   80  3
  124  192  0
 -102   51  3
  177 -107  2
   88  200  0
  -96   91  3
  123 -105  2
  106  160  0
  135 -161  2
 -109   42  3
  152  200  0
 -201 -209  1
 -215  259  4
 -101   90  3
  119  199  0
  148 -180  2
   86  195  0
 -176  219  4
  179 -148  2
  -94   63  3
 -209  238  4
 -178  224  4
  -96   98  3
 -196 -217  1
 -177  248  4
  145 -135  2
  136 -163  2
 -208 -156  1
  183 -142  2
  103  190  0
 -124   95  3
 -179  177  4
 -120   34  3
  104  225  0
 -191 -218  1
  121  228  0
 -110   57  3
 -174 -165  1
  107  223  0
  197 -142  2
 -215 -223  1
 -163 -179  1
 -202 -191  1
  165 -171  2
 -239  215  4
 -166  209  4
 -187 -175  1
  155 -184  2
 -142   64  3
  107  210  0
 -219  196  4
 -210 -195  1
  112  207  0
 -199 -172  1
 -127  102  3
  -96   89  3
 -220 -196  1
 -188  175  4
  116  233  0
 -196  159  4
  166 -142  2
 -196 -231  1
 -177  221  4
 -223 -207  1
 -195  195  4
  146 -161  2
 -184  206  4
 -132   30  3
   82  247  0
  -80   82  3
  -57   59  3
 -174  168  4
  149  217  0
 -125   90  3
  -86   68  3
  154 -127  2
  -88   81  3
 -193  198  4
 -200 -188  1
  122  239  0
 -169  218  4
  158  222  0
 -244 -182  1
  182 -152  2
  109  185  0
  132  198  0
  146 -147  2
  -99   99  3
  -93   37  3
  -92   66  3
 -144   60  3
 -195  201  4
  175 -142  2
 -220  169  4
 -218  161  4
  131  198  0
 -208 -182  1
  126  177  0
  166 -129  2
   50  168  0
  -82   25  3
  157  -91  2
 -183  194  4
 -183 -172  1
 -194  193  4
 -210  217  4
  160 -190  2
 -135   87  3
  -89   58  3
 -213  194  4
 -212  199  4
 -196 -203  1
   99  211  0
 -166  157  4
  108 -148  2
 -166 -239  1
   90 -186  1
 -199 -177  1
 -198 -194  1
   76  212  0
 -221 -234  1
  -50   46  3
  145 -146  2
 -105   77  3
 -216 -191  1
 -159 -188  1
  130  201  0
  114 -109  2
   76  184  0
 -189 -209  1
   67  180  0
 -173  198  4
  103 -139  2
  153  229  0
 -215  198  4
  183 -160  2
  -98   81  3
 -195 -190  1
 -238  195  4
   66  192  0
 -218  196  4
  129 -157  2
 -101   70  3
 -208 -184  1
 -218  212  4
  113 -155  2
 -220  211  4
  200 -156  2
   87  181  0
   76  162  0
 -133   72  3
 -191 -193  1
  129 -171  2
 -213  197  4
 -113   51  3
  -97   91  3
   69  216  0
 -173  137  4
   81  209  0
  136  204  0
 -161 -209  1
 -213  236  4
   89  158  0
 -113   86  3
 -157  228  4
  143 -171  2
   74  196  0
  -73   45  3
   86  193  0
 -103  100  3
   98  175  0
 -100   51  3
 -169 -237  1
 -208 -224  1
 -249 -169  1
 -174  209  4
 -198  207  4
   86  231  0
 -191  213  4
  113  178  0
 -198 -216  1
 -131   66  3
   87  224  0
  -86   92  3
  152 -213  2
 -244 -203  1
 -187  181  4
 -103   90  3
 -173  200  4
 -208 -214  1
 -211  203  4
  -89  116  3
 -105   80  3
   49  153  0
   95  185  0
  103  163  0
 -223 -215  1
   75  204  0
 -169  165  4
 -166 -224  1
 -231 -186  1
   54  143  0
 -225 -246  1
  181 -174  2
 -178 -187  1
 -113   57  3
  -75   71  3
 -230 -226  1
 -156  181  4
  -58   99  3
 -190 -220  1
  -94   56  3
 -125   96  3
 -233 -260  1
 -195 -207  1
  150  227  0
 -168 -190  1
 -116   40  3
 -198  215  4
 -112   60  3
 -199  205  4
 -222  180  4
   73  208  0
  108  179  0
  128 -114  2
 -212  194  4
 -129   41  3
  133 -108  2
 -162  188  4
 -193  194  4
 -181  177  4
  -50   92  3
  150 -151  2
 -182  259  4
  -86  100  3
  -93   34  3
   96  199  0
  140 -149  2
  -92   88  3
  153 -151  2
  187 -123  2
  108  278  0
 -201 -220  1
 -100   54  3
  122  250  0
  -88   85  3
  178  247  0
 -187  201  4
  126  216  0
 -226  169  4
 -204 -176  1
 -132  220  4
 -212 -218  1
 -119   49  3
 -194  248  4
  -80   59  3
   60  226  0
 -210 -209  1
 -228  197  4
 -147   47  3
 -160 -194  1
 -103   87  3
 -103   65  3
  133  202  0
  179 -168  2
 -193 -191  1
  107  206  0
  140  -99  2
  -57   97  3
 -101   52  3
   43  210  0
  -81   55  3
 -170 -186  1
   76  168  0
  151 -160  2
 -177  225  4
  154 -127  2
   90  153  0
  105 -139  2
   92  154  0
  147 -139  2
  111  226  0
  157 -116  2
 -122   20  3
 -211 -270  1
  161 -176  2
 -220 -207  1
 -179 -157  1
  139  202  0
  102  205  0
   88  191  0
  -90   89  3
   91  135  0
  134  148  0
 -205 -217  1
 -199 -187  1
   88  180  0
  -80   71  3
 -208  188  4
 -210 -157  1
 -249 -194  1
 -121   67  3
  114  206  0
  112  184  0
  161 -151  2
 -207 -218  1
  221 -174  2
 -195 -166  1
  131 -187  2
 -230  213  4
  149 -186  2
 -117   47  3
 -117   71  3
 -224 -203  1
 -161  223  4
 -214 -175  1
  163 -136  2
 -193 -177  1
 -123   71  3
  141 -172  2
  158 -113  2
 -193 -200  1
 -167  218  4
 -112   65  3
 -179 -199  1
 -118   89  3
 -187 -237  1
  129  183  0
  -99   44  3
 -203 -204  1
   84  145  0
 -143  214  4
   88  229  0
   84  228  0
 -185  240  4
  135 -160  2
 -179  182  4
 -235 -225  1
 -196 -172  1
 -211 -215  1
 -178 -180  1
 -159 -165  1
  109  204  0
 -109  101  3
  198 -149  2
  146 -146  2
 -171 -219  1
 -199  177  4
   89  201  0
 -191  194  4
 -156 -191  1
  165 -131  2
   87  218  0
  181 -169  2
 -172  182  4
  117 -146  2
 -220 -192  1
 -132 -192  3
 -181 -201  1
  153 -146  2
 -193 -167  1
 -202  173  4
 -196 -175  1
 -102   74  3
 -195 -172  1
 -214  195  4
 -170 -183  1
 -215 -215  1
 -130  110  3
 -134   70  3
 -178  259  4
 -147  177  4
  -70   48  3
 -186 -144  1
 -136   35  3
  -63   70  3
 -285 -161  2
  157 -119  2
 -186  236  4
   61  190  0
  -66   19  3
 -118  109  3
  111  237  0
  -93    3  3
 -211 -181  1
 -245 -209  1
  -67   91  3
 -217 -224  1
 -219  205  4
 -209 -203  1
  151  166  0
 -212  185  4
 -186 -181  1
 -235 -189  1
 -170  224  4
 -202  201  4
 -238 -214  1
 -155 -180  1
   73  202  0
  -71   96  3
   83  167  0
  181 -120  2
  173 -191  2
   91  162  0
 -213  208  4
  122 -116  2
 -213 -205  1
  -81   57  3
 -208  196  4
 -204  231  4
  -57   86  3
  113 -127  2
 -266 -170  1
  -71   83  3
 -198 -212  1
  -90   52  3
   98  193  0
  139 -160  2
  180 -264  1
   70  254  0
 -194 -209  1
 -194 -195  1
  118 -158  2
 -210  168  4
 -213  192  4
   92  185  0
   90  219  0
  141  187  0
  116  213  0
  -95   67  3
 -204 -217  1
   86  200  0
 -111   88  3
 -235 -237  1
 -194 -193  1
  -23   67  3
   68 -135  2
 -256 -212  1
  127  203  0
 -154   77  3
  140  235  0
 -214 -208  1
   39  191  0
 -147   38  3
 -106  127  3
   97  229  0
 -140   66  3
 -235  227  4
  -92   35  3
 -176  201  4
 -223 -198  1
 -184 -178  1
 -189  168  4
 -112   66  3
 -194  194  4
  144 -119  2
 -126   73  3
 -169 -216  1
 -211 -165  1
 -220  183  4
   73  139  0
  103  247  0
  116  183  0
 -211  176  4
 -156  207  4
 -197  195  4
  129  207  0
 -201 -208  1
  -65   55  3
  128  -99  2
  151 -159  2
 -188  246  4
 -174 -226  1
 -164 -214  1
  143 -117  2
 -242 -203  1
 -217 -200  1
 -223 -212  1
  107  190  0
  109  173  0
 -170   51  3
   70  225  0
  143 -184  2
 -148 -198  1
 -172  147  4
 -239   70  3
 -128   62  3
  141 -135  2
 -201  200  4
  135  209  0
 -184 -215  1
  147 -142  2
 -188  163  4
 -204 -188  1
  173 -171  2
  134 -152  2
 -158 -206  1
   72  204  0
 -163  240  4
 -127   30  3
 -187  185  4
 -125   80  3
 -158 -212  1
 -174 -194  1
 -223  197  4
  113 -188  2
  158 -140  2
 -211 -191  1
 -191 -204  1
 -214  192  4
 -162 -233  1
 -223 -183  1
  -86   64  3
 -247  205  4
  104  190  0
  177 -162  2
 -131   51  3
 -174  169  4
  199 -152  2
  180 -162  2
   60  200  0
   77  172  0
  143 -151  2
  120  165  0
   57  190  0
  142 -175  2
 -108   30  3
 -114   35  3
   95  218  0
  -73   59  3
  105  184  0
 -212 -143  1
 -191  181  4
 -114   85  3
  158 -118  2
  125  227  0
 -112   54  3
 -175  253  4
  -94   78  3
   79  222  0
 -167 -179  1
  124  235  0
  121  214  0
   95  190  0
 -123   56  3
  164 -147  2
  181 -113  2
  -62   23  3
 -134   47  3
  186 -181  2
 -181   30  3
 -184 -168  1
  168 -170  2
   74  212  0
  -92   69  3
 -199 -209  1
 -170 -151  1
  -95   94  3
   14 -187  1
 -103   83  3
 -115   74  3
 -218  175  4
  148 -185  2
 -169 -187  1
   83  201  0
 -194  242  4
 -177 -234  1
  152 -180  2
  143  209  0
  103  199  0
  115 -114  2
 -128   54  3
 -185  233  4
  102  200  0
  165 -177  2
   95  202  0
 -118   83  3
  -90   43  3
  -83   75  3
  125 -175  2
 -194  200  4
 -276  201  0
 -164  212  4
  121  178  0
  133  179  0
  121 -156  2
  -98   66  3
   27  196  0
 -248 -281  1
 -225 -230  1
 -237  166  4
  165 -151  2
 -177 -192  1
 -188  203  4
   73  200  0
   99  193  0
   51  180  0
  109  203  0
 -114   89  3
   90  207  0
   74  210  0
  151 -205  2
 -192  200  4
  143 -123  2
  130 -184  2
 -190  198  4
  161 -146  2
   76  236  0
  140 -139  2
  111  257  0
 -231 -214  1
  160 -148  2
  160 -126  2
  -79   73  3
   72  160  0
 -234 -175  1
 -128   93  3
  -96   73  3
 -232 -206  1
  -66   77  3
 -135 -178  1
  133 -175  2
  138 -118  2
   72  231  0
   81  207  0
 -187  188  4
 -185  209  4
 -202  195  4
  139 -177  2
 -108   73  3
  175 -171  2
 -189  130  4
   95  219  0
   67  254  0
 -191 -180  1
 -251  212  4
  167 -153  2
 -167 -197  1
  116  210  0
  -62   80  3
 -191 -189  1
   83  153  0
 -177  168  4
  145 -125  2
 -204  180  4
 -168 -179  1
 -167  224  4
 -239  133  4
  140 -184  2
 -138  168  4
   73  255  0
 -196  184  4
   72  147  0
  125  211  0
 -207 -232  4
  150  203  0
 -226 -200  1
 -119   66  3
  107  163  0
   82  227  0
 -246 -182  1
 -215  206  4
  151 -171  2
  160 -163  2
  117  197  0
 -218 -148  1
 -157  229  4
 -205 -237  1
  133 -168  2
 -131   89  3
  156 -148  2
  -78   69  3
 -240 -202  1
  178 -129  2
 -203 -191  1
 -183  200  4
 -225 -127  1
 -201 -196  1
  133 -144  2
 -191  226  4
 -205  180  4
 -166  180  4
 -125   90  3
  103  218  0
  123 -188  2
  -98   62  3
   74 -144  2
  142 -182  2
 -183  236  4
  135  171  0
  -77   80  3
 -200  201  4
  111  205  0
  104  170  0
 -228  249  4
 -222 -191  1
  199 -193  2
  130 -133  2
  138  202  0
 -176  183  4
 -208 -168  1
  157 -136  2
  145 -130  2
 -212 -237  1
 -114  111  3
  175 -123  2
 -222 -234  1
 -123   89  3
 -215 -192  1
  -62   74  3
   96  248  0
  157 -156  2
 -191 -207  1
  141 -140  2
 -194  182  4
  133 -185  2
  118  208  0
 -120   74  3
  123  181  0
 -102    6  3
 -175  227  4
  132  205  0
 -165 -228  1
   74  193  0
 -183  231  4
